source,time,topic,topic_value
french guiana,7,3,0.21771453320980072
french guiana,7,4,0.31144967675209045
french guiana,8,0,0.06265626847743988
french guiana,8,1,0.2512889802455902
french guiana,8,2,0.15504443645477295
french guiana,8,3,0.21646293997764587
french guiana,8,4,0.3145473897457123
french guiana,9,0,0.06262847781181335
french guiana,9,1,0.2497091144323349
french guiana,9,2,0.15500402450561523
french guiana,9,3,0.21528634428977966
french guiana,9,4,0.3173719048500061
french guiana,10,0,0.06262810528278351
french guiana,10,1,0.2482634335756302
french guiana,10,2,0.15502527356147766
french guiana,10,3,0.21421261131763458
french guiana,10,4,0.31987056136131287
french guiana,11,0,0.06264443695545197
french guiana,11,1,0.246984601020813
french guiana,11,2,0.15508946776390076
french guiana,11,3,0.21325968205928802
french guiana,11,4,0.32202181220054626
french guiana,12,0,0.06266995519399643
french guiana,12,1,0.2458852231502533
french guiana,12,2,0.1551806628704071
french guiana,12,3,0.21243765950202942
french guiana,12,4,0.32382655143737793
french guiana,13,0,0.06269951909780502
french guiana,13,1,0.2449633628129959
french guiana,13,2,0.15528617799282074
french guiana,13,3,0.21174992620944977
french guiana,13,4,0.325300931930542
french guiana,14,0,0.06272997707128525
french guiana,14,1,0.24420802295207977
french guiana,14,2,0.15539658069610596
french guiana,14,3,0.211194708943367
french guiana,14,4,0.32647067308425903
french guiana,15,0,0.06275954842567444
french guiana,15,1,0.2436029613018036
french guiana,15,2,0.1555052548646927
french guiana,15,3,0.21076606214046478
french guiana,15,4,0.3273661732673645
french guiana,16,0,0.06278742849826813
french guiana,16,1,0.24312934279441833
french guiana,16,2,0.1556079089641571
french guiana,16,3,0.21045543253421783
french guiana,16,4,0.3280198574066162
french guiana,17,0,0.06281351298093796
french guiana,17,1,0.24276836216449738
french guiana,17,2,0.155702143907547
french guiana,17,3,0.21025264263153076
french guiana,17,4,0.3284634053707123
french guiana,18,0,0.06283801794052124
french guiana,18,1,0.24250194430351257
french guiana,18,2,0.15578685700893402
french guiana,18,3,0.21014679968357086
french guiana,18,4,0.3287263810634613
oie,0,0,0.06441592425107956
oie,0,1,0.2608175277709961
oie,0,2,0.15625225007534027
oie,0,3,0.22359953820705414
oie,0,4,0.29491493105888367
oie,1,0,0.0642462894320488
oie,1,1,0.25976449251174927
oie,1,2,0.15639185905456543
oie,1,3,0.22302907705307007
oie,1,4,0.2965683937072754
oie,2,0,0.06416689604520798
oie,2,1,0.25877368450164795
oie,2,2,0.1566459834575653
oie,2,3,0.22272096574306488
oie,2,4,0.29769256711006165
oie,3,0,0.06376668810844421
oie,3,1,0.25821182131767273
oie,3,2,0.15645618736743927
oie,3,3,0.22227782011032104
oie,3,4,0.29928743839263916
oie,4,0,0.06336823105812073
oie,4,1,0.25734373927116394
oie,4,2,0.15608368813991547
oie,4,3,0.22140319645404816
oie,4,4,0.3018011152744293
oie,5,0,0.06306274235248566
oie,5,1,0.2560988962650299
oie,5,2,0.1556982547044754
oie,5,3,0.22026154398918152
oie,5,4,0.3048785924911499
oie,6,0,0.06285439431667328
oie,6,1,0.2545870542526245
oie,6,2,0.15538299083709717
oie,6,3,0.2190006822347641
oie,6,4,0.3081747591495514
oie,7,0,0.06269209831953049
oie,7,1,0.25044485926628113
oie,7,2,0.15759475529193878
oie,7,3,0.2182791829109192
oie,7,4,0.3109890818595886
oie,8,0,0.06271295994520187
oie,8,1,0.24554099142551422
oie,8,2,0.15925678610801697
oie,8,3,0.2168595790863037
oie,8,4,0.31562963128089905
oie,9,0,0.06297457963228226
oie,9,1,0.2415507286787033
oie,9,2,0.15978527069091797
oie,9,3,0.21519926190376282
oie,9,4,0.3204900920391083
oie,10,0,0.06326073408126831
oie,10,1,0.2383267730474472
oie,10,2,0.16025812923908234
oie,10,3,0.21370470523834229
oie,10,4,0.324449747800827
oie,11,0,0.06355183571577072
oie,11,1,0.2358032912015915
oie,11,2,0.16069726645946503
oie,11,3,0.21244345605373383
oie,11,4,0.32750430703163147
oie,12,0,0.06383589655160904
oie,12,1,0.23389345407485962
oie,12,2,0.16110676527023315
oie,12,3,0.21143321692943573
oie,12,4,0.3297306001186371
oie,13,0,0.06410490721464157
oie,13,1,0.2325032651424408
oie,13,2,0.16148285567760468
oie,13,3,0.2106703370809555
oie,13,4,0.33123859763145447
oie,14,0,0.06435377895832062
oie,14,1,0.23154233396053314
oie,14,2,0.16181957721710205
oie,14,3,0.2101384401321411
oie,14,4,0.33214589953422546
oie,15,0,0.06457976996898651
oie,15,1,0.23092876374721527
oie,15,2,0.16211184859275818
oie,15,3,0.20981468260288239
oie,15,4,0.332565039396286
oie,16,0,0.06478182971477509
oie,16,1,0.2305910289287567
oie,16,2,0.1623569279909134
oie,16,3,0.209673672914505
oie,16,4,0.3325965404510498
oie,17,0,0.06496034562587738
oie,17,1,0.23046860098838806
oie,17,2,0.1625545620918274
oie,17,3,0.20968978106975555
oie,17,4,0.332326740026474
oie,18,0,0.06511649489402771
oie,18,1,0.23051059246063232
oie,18,2,0.16270656883716583
oie,18,3,0.20983870327472687
oie,18,4,0.3318275511264801
malawi,0,0,0.06441592425107956
malawi,0,1,0.2608175277709961
malawi,0,2,0.15625225007534027
malawi,0,3,0.22359953820705414
malawi,0,4,0.29491493105888367
malawi,1,0,0.0642462894320488
malawi,1,1,0.25976449251174927
malawi,1,2,0.15639185905456543
malawi,1,3,0.22302907705307007
malawi,1,4,0.2965683937072754
malawi,2,0,0.06416689604520798
malawi,2,1,0.25877368450164795
malawi,2,2,0.1566459834575653
malawi,2,3,0.22272096574306488
malawi,2,4,0.29769256711006165
malawi,3,0,0.06376668810844421
malawi,3,1,0.25821182131767273
malawi,3,2,0.15645618736743927
malawi,3,3,0.22227782011032104
malawi,3,4,0.29928743839263916
malawi,4,0,0.06336823105812073
malawi,4,1,0.25734373927116394
malawi,4,2,0.15608368813991547
malawi,4,3,0.22140319645404816
malawi,4,4,0.3018011152744293
malawi,5,0,0.06306274235248566
malawi,5,1,0.2560988962650299
malawi,5,2,0.1556982547044754
malawi,5,3,0.22026154398918152
malawi,5,4,0.3048785924911499
malawi,6,0,0.06285439431667328
malawi,6,1,0.2545870542526245
malawi,6,2,0.15538299083709717
malawi,6,3,0.2190006822347641
malawi,6,4,0.3081747591495514
malawi,7,0,0.06264990568161011
malawi,7,1,0.25163689255714417
malawi,7,2,0.1563226580619812
malawi,7,3,0.21785996854305267
malawi,7,4,0.31153059005737305
malawi,8,0,0.06267166137695312
malawi,8,1,0.24906767904758453
malawi,8,2,0.15643158555030823
malawi,8,3,0.21647630631923676
malawi,8,4,0.31535273790359497
malawi,9,0,0.0627419576048851
malawi,9,1,0.2467910647392273
malawi,9,2,0.1565733253955841
malawi,9,3,0.21517305076122284
malawi,9,4,0.31872060894966125
malawi,10,0,0.0627993643283844
malawi,10,1,0.24487562477588654
malawi,10,2,0.15657608211040497
malawi,10,3,0.21363382041454315
malawi,10,4,0.32211509346961975
malawi,11,0,0.06286624819040298
malawi,11,1,0.2432166039943695
malawi,11,2,0.15662777423858643
malawi,11,3,0.2123941332101822
malawi,11,4,0.32489532232284546
malawi,12,0,0.0628732219338417
malawi,12,1,0.24175076186656952
malawi,12,2,0.15669742226600647
malawi,12,3,0.21100912988185883
malawi,12,4,0.32766932249069214
malawi,13,0,0.06290269643068314
malawi,13,1,0.24054935574531555
malawi,13,2,0.15673962235450745
malawi,13,3,0.20999564230442047
malawi,13,4,0.32981255650520325
malawi,14,0,0.06287220120429993
malawi,14,1,0.23948752880096436
malawi,14,2,0.15682807564735413
malawi,14,3,0.20889009535312653
malawi,14,4,0.33192217350006104
malawi,15,0,0.06287428736686707
malawi,15,1,0.2386670857667923
malawi,15,2,0.15686935186386108
malawi,15,3,0.20816878974437714
malawi,15,4,0.3334205150604248
malawi,16,0,0.06288690865039825
malawi,16,1,0.23817890882492065
malawi,16,2,0.15694864094257355
malawi,16,3,0.20772430300712585
malawi,16,4,0.3342612385749817
malawi,17,0,0.0629090890288353
malawi,17,1,0.23794563114643097
malawi,17,2,0.15703435242176056
malawi,17,3,0.20749962329864502
malawi,17,4,0.3346112370491028
malawi,18,0,0.0629376545548439
malawi,18,1,0.23789630830287933
malawi,18,2,0.15711332857608795
malawi,18,3,0.20745010673999786
malawi,18,4,0.33460262417793274
dominica,0,0,0.06441592425107956
dominica,0,1,0.2608175277709961
dominica,0,2,0.15625225007534027
dominica,0,3,0.22359953820705414
dominica,0,4,0.29491493105888367
dominica,1,0,0.0642462894320488
dominica,1,1,0.25976449251174927
dominica,1,2,0.15639185905456543
dominica,1,3,0.22302907705307007
dominica,1,4,0.2965683937072754
dominica,2,0,0.06416689604520798
dominica,2,1,0.25877368450164795
dominica,2,2,0.1566459834575653
dominica,2,3,0.22272096574306488
dominica,2,4,0.29769256711006165
dominica,3,0,0.06376668810844421
dominica,3,1,0.25821182131767273
dominica,3,2,0.15645618736743927
dominica,3,3,0.22227782011032104
dominica,3,4,0.29928743839263916
dominica,4,0,0.06336823105812073
dominica,4,1,0.25734373927116394
dominica,4,2,0.15608368813991547
dominica,4,3,0.22140319645404816
dominica,4,4,0.3018011152744293
dominica,5,0,0.06306274235248566
dominica,5,1,0.2560988962650299
dominica,5,2,0.1556982547044754
dominica,5,3,0.22026154398918152
dominica,5,4,0.3048785924911499
dominica,6,0,0.06285439431667328
dominica,6,1,0.2545870542526245
dominica,6,2,0.15538299083709717
dominica,6,3,0.2190006822347641
dominica,6,4,0.3081747591495514
dominica,7,0,0.06272564828395844
dominica,7,1,0.2529444694519043
dominica,7,2,0.15516570210456848
dominica,7,3,0.21771453320980072
dominica,7,4,0.31144967675209045
dominica,8,0,0.06251759827136993
dominica,8,1,0.2501418888568878
dominica,8,2,0.15592218935489655
dominica,8,3,0.21622717380523682
dominica,8,4,0.31519120931625366
dominica,9,0,0.06251820921897888
dominica,9,1,0.24769841134548187
dominica,9,2,0.15596847236156464
dominica,9,3,0.2147173136472702
dominica,9,4,0.319097638130188
dominica,10,0,0.06255954504013062
dominica,10,1,0.24566055834293365
dominica,10,2,0.15605804324150085
dominica,10,3,0.21337780356407166
dominica,10,4,0.3223441243171692
dominica,11,0,0.06262357532978058
dominica,11,1,0.2440071552991867
dominica,11,2,0.15617461502552032
dominica,11,3,0.2122320979833603
dominica,11,4,0.32496270537376404
dominica,12,0,0.06266866624355316
dominica,12,1,0.2427496761083603
dominica,12,2,0.15612466633319855
dominica,12,3,0.21092721819877625
dominica,12,4,0.3275298476219177
dominica,13,0,0.06270736455917358
dominica,13,1,0.24170160293579102
dominica,13,2,0.1561487317085266
dominica,13,3,0.20998767018318176
dominica,13,4,0.32945460081100464
dominica,14,0,0.06274213641881943
dominica,14,1,0.2409595400094986
dominica,14,2,0.1562168151140213
dominica,14,3,0.20930366218090057
dominica,14,4,0.3307778537273407
dominica,15,0,0.06277569383382797
dominica,15,1,0.2404671609401703
dominica,15,2,0.15629717707633972
dominica,15,3,0.20883138477802277
dominica,15,4,0.33162859082221985
dominica,16,0,0.06280771642923355
dominica,16,1,0.24016736447811127
dominica,16,2,0.15637598931789398
dominica,16,3,0.20853687822818756
dominica,16,4,0.33211207389831543
dominica,17,0,0.06283782422542572
dominica,17,1,0.24001246690750122
dominica,17,2,0.15644627809524536
dominica,17,3,0.20839142799377441
dominica,17,4,0.3323119580745697
dominica,18,0,0.06286608427762985
dominica,18,1,0.23996509611606598
dominica,18,2,0.1565050333738327
dominica,18,3,0.20837007462978363
dominica,18,4,0.3322937786579132
burundi,0,0,0.06441592425107956
burundi,0,1,0.2608175277709961
burundi,0,2,0.15625225007534027
burundi,0,3,0.22359953820705414
burundi,0,4,0.29491493105888367
burundi,1,0,0.0642462894320488
burundi,1,1,0.25976449251174927
burundi,1,2,0.15639185905456543
burundi,1,3,0.22302907705307007
burundi,1,4,0.2965683937072754
burundi,2,0,0.06416689604520798
burundi,2,1,0.25877368450164795
burundi,2,2,0.1566459834575653
burundi,2,3,0.22272096574306488
burundi,2,4,0.29769256711006165
burundi,3,0,0.06376668810844421
burundi,3,1,0.25821182131767273
burundi,3,2,0.15645618736743927
burundi,3,3,0.22227782011032104
burundi,3,4,0.29928743839263916
burundi,4,0,0.06336823105812073
burundi,4,1,0.25734373927116394
burundi,4,2,0.15608368813991547
burundi,4,3,0.22140319645404816
burundi,4,4,0.3018011152744293
burundi,5,0,0.06306274235248566
burundi,5,1,0.2560988962650299
burundi,5,2,0.1556982547044754
burundi,5,3,0.22026154398918152
burundi,5,4,0.3048785924911499
burundi,6,0,0.06285439431667328
burundi,6,1,0.2545870542526245
burundi,6,2,0.15538299083709717
burundi,6,3,0.2190006822347641
burundi,6,4,0.3081747591495514
burundi,7,0,0.06272564828395844
burundi,7,1,0.2529444694519043
burundi,7,2,0.15516570210456848
burundi,7,3,0.21771453320980072
burundi,7,4,0.31144967675209045
burundi,8,0,0.06254035234451294
burundi,8,1,0.2503771185874939
burundi,8,2,0.15572881698608398
burundi,8,3,0.2162589281797409
burundi,8,4,0.31509488821029663
burundi,9,0,0.06253156810998917
burundi,9,1,0.24810393154621124
